Country name,MedianAnnual cropsMammals,lower 95%Annual cropsMammals,upper 95%Annual cropsMammals,MedianPermanent cropsMammals,lower 95%Permanent cropsMammals,upper 95%Permanent cropsMammals,MedianPastureMammals,lower 95%PastureMammals,upper 95%PastureMammals,MedianUrbanMammals,lower 95%UrbanMammals,upper 95%UrbanMammals,MedianExtensive forestryMammals,lower 95%Extensive forestryMammals,upper 95%Extensive forestryMammals,MedianIntensive forestryMammals,lower 95%Intensive forestryMammals,upper 95%Intensive forestryMammals,MedianAnnual cropsBirds,lower 95%Annual cropsBirds,upper 95%Annual cropsBirds,MedianPermanent cropsBirds,lower 95%Permanent cropsBirds,upper 95%Permanent cropsBirds,MedianPastureBirds,lower 95%PastureBirds,upper 95%PastureBirds,MedianUrbanBirds,lower 95%UrbanBirds,upper 95%UrbanBirds,MedianExtensive forestryBirds,lower 95%Extensive forestryBirds,upper 95%Extensive forestryBirds,MedianIntensive forestryBirds,lower 95%Intensive forestryBirds,upper 95%Intensive forestryBirds,MedianAnnual cropsPlants,lower 95%Annual cropsPlants,upper 95%Annual cropsPlants,MedianPermanent cropsPlants,lower 95%Permanent cropsPlants,upper 95%Permanent cropsPlants,MedianPasturePlants,lower 95%PasturePlants,upper 95%PasturePlants,MedianUrbanPlants,lower 95%UrbanPlants,upper 95%UrbanPlants,MedianExtensive forestryPlants,lower 95%Extensive forestryPlants,upper 95%Extensive forestryPlants,MedianIntensive forestryPlants,lower 95%Intensive forestryPlants,upper 95%Intensive forestryPlants,MedianAnnual cropsAmphibians,lower 95%Annual cropsAmphibians,upper 95%Annual cropsAmphibians,MedianPermanent cropsAmphibians,lower 95%Permanent cropsAmphibians,upper 95%Permanent cropsAmphibians,MedianPastureAmphibians,lower 95%PastureAmphibians,upper 95%PastureAmphibians,MedianUrbanAmphibians,lower 95%UrbanAmphibians,upper 95%UrbanAmphibians,MedianExtensive forestryAmphibians,lower 95%Extensive forestryAmphibians,upper 95%Extensive forestryAmphibians,MedianIntensive forestryAmphibians,lower 95%Intensive forestryAmphibians,upper 95%Intensive forestryAmphibians,MedianAnnual cropsReptiles,lower 95%Annual cropsReptiles,upper 95%Annual cropsReptiles,MedianPermanent cropsReptiles,lower 95%Permanent cropsReptiles,upper 95%Permanent cropsReptiles,MedianPastureReptiles,lower 95%PastureReptiles,upper 95%PastureReptiles,MedianUrbanReptiles,lower 95%UrbanReptiles,upper 95%UrbanReptiles,MedianExtensive forestryReptiles,lower 95%Extensive forestryReptiles,upper 95%Extensive forestryReptiles,MedianIntensive forestryReptiles,lower 95%Intensive forestryReptiles,upper 95%Intensive forestryReptiles
Guinea-Bissau,2.84441E-08,-5.85363E-08,1.55878E-07,1.26059E-08,-1.01041E-07,1.44391E-07,2.05384E-08,-6.88746E-08,9.8811E-08,3.91481E-08,-1.47864E-07,2.69887E-07,1.15188E-08,-6.25047E-08,1.33368E-07,8.2913E-09,-7.68125E-08,1.4674E-07,1.39959E-07,-5.32409E-07,8.49299E-07,1.63815E-07,-8.86797E-07,1.12142E-06,1.00476E-07,-9.13569E-07,8.74749E-07,2.54395E-07,-1.08156E-06,2.11676E-06,3.18876E-08,-2.16256E-07,3.37161E-07,1.12002E-07,-8.54361E-07,7.48869E-07,1.93505E-07,-3.5289E-07,1.17084E-06,1.43853E-07,-4.0917E-07,1.32204E-06,1.09219E-07,-4.20328E-07,8.74378E-07,1.88876E-07,-3.88367E-07,1.74387E-06,2.85675E-08,-3.13797E-07,6.07575E-07,6.06344E-08,-3.14151E-07,7.3168E-07,2.28167E-09,-2.67504E-09,1.24232E-08,1.97907E-09,-3.36265E-09,1.32826E-08,1.37436E-09,-5.01004E-09,8.07894E-09,2.79803E-09,-6.36492E-09,2.12396E-08,4.7376E-10,-2.53879E-09,6.69453E-09,1.49127E-09,-3.70556E-09,1.46894E-08,8.24222E-09,-5.65478E-09,3.48196E-08,7.30702E-09,-8.58651E-09,4.07903E-08,4.16505E-09,-4.65534E-09,2.39948E-08,1.02645E-08,-3.56576E-09,5.08196E-08,1.72883E-09,-7.0011E-09,1.90039E-08,3.51181E-09,-9.02068E-09,3.31512E-08
Qatar,1.14894E-08,-6.44469E-08,8.90762E-08,3.8417E-09,-5.30524E-08,6.96857E-08,1.10413E-08,-6.8391E-09,2.20354E-08,1.63038E-08,-9.39604E-08,1.09569E-07,3.92694E-10,-6.29533E-09,8.38282E-09,2.95583E-10,-6.51566E-09,8.93297E-09,4.38559E-08,-3.576E-07,5.31054E-07,6.00721E-08,-3.95234E-07,4.98077E-07,5.43547E-08,-5.84878E-08,1.25282E-07,1.07736E-07,-5.91579E-07,7.47627E-07,5.69884E-10,-3.90296E-09,1.22945E-08,2.18928E-09,-1.75435E-08,3.87256E-08,1.25429E-07,-7.15879E-07,1.15135E-06,9.51168E-08,-5.70426E-07,1.02817E-06,9.97867E-08,-1.03869E-07,1.93468E-07,1.25139E-07,-6.48115E-07,1.17863E-06,1.35816E-09,-4.49273E-08,5.92999E-08,4.38762E-09,-6.45481E-08,9.32904E-08,3.38408E-10,-2.19694E-09,2.78906E-09,3.1055E-10,-1.91711E-09,2.22027E-09,2.90547E-10,-1.93456E-10,6.16907E-10,4.32735E-10,-2.80193E-09,2.77176E-09,4.14425E-12,-8.5773E-11,1.18404E-10,1.76965E-11,-1.56138E-10,2.24689E-10,1.83955E-08,-7.23807E-08,1.34315E-07,1.59586E-08,-1.06926E-07,1.04563E-07,1.07172E-08,-1.36477E-08,2.52895E-08,2.37843E-08,-1.15504E-07,1.58361E-07,3.55064E-10,-3.82074E-09,7.78284E-09,7.87253E-10,-8.23196E-09,1.0665E-08
RŽunion,1.08909E-07,-7.00301E-09,2.71467E-07,4.23651E-08,-1.15726E-07,3.03853E-07,0,0,0,1.37651E-07,3.03433E-08,2.83227E-07,4.70236E-08,-5.44501E-08,2.21159E-07,6.70975E-08,-6.20952E-08,2.78164E-07,9.20953E-07,-7.82383E-09,1.95298E-06,9.07434E-07,-1.28821E-07,2.04591E-06,0,0,0,1.37178E-06,7.08715E-07,2.44159E-06,1.52202E-07,-1.24625E-07,9.27126E-07,7.89673E-07,-2.721E-07,1.99214E-06,2.00107E-05,3.43292E-06,4.83153E-05,1.5041E-05,-6.20024E-06,4.96727E-05,0,0,0,1.85541E-05,-1.33916E-06,4.56205E-05,4.06776E-06,-6.19744E-06,2.72608E-05,1.56761E-05,-2.61825E-06,4.56457E-05,1.73272E-08,-9.9459E-09,4.44235E-08,1.64437E-08,-8.62988E-09,5.02386E-08,0,0,0,2.17676E-08,4.94055E-09,4.80294E-08,3.92793E-09,-7.60889E-09,3.11994E-08,1.29873E-08,-3.75813E-09,4.74901E-08,3.12349E-07,-1.82436E-07,8.20352E-07,2.93025E-07,-1.43199E-07,9.14636E-07,0,0,0,3.91019E-07,8.65384E-08,8.92518E-07,7.14669E-08,-1.47936E-07,5.61843E-07,1.51566E-07,-1.55289E-07,6.79368E-07
MARSHALL_ISLANDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romania,1.22749E-07,-1.0574E-07,2.96697E-07,5.43498E-08,-3.73364E-07,4.47846E-07,7.66041E-08,-2.99416E-07,5.70443E-07,1.77339E-07,-3.58905E-07,9.58808E-07,5.3487E-08,-2.39398E-07,3.43468E-07,3.97191E-08,-2.30404E-07,3.79761E-07,3.03792E-07,-2.47196E-07,6.37092E-07,3.85197E-07,-2.60846E-07,1.50609E-06,1.49412E-07,-9.01186E-07,9.4713E-07,5.69283E-07,-1.89927E-07,2.11974E-06,7.63256E-08,-1.13921E-07,4.36524E-07,2.65912E-07,-2.44356E-07,1.03396E-06,4.13803E-06,-1.83307E-06,9.24598E-06,3.01324E-06,-5.89126E-06,1.53636E-05,1.97042E-06,-9.05152E-06,1.26499E-05,3.77127E-06,-8.82641E-06,1.53778E-05,7.75332E-07,-4.35502E-06,8.04358E-06,1.08743E-06,-3.44733E-06,7.33026E-06,2.6784E-08,-1.35811E-08,5.81102E-08,2.44053E-08,-3.28933E-08,9.2639E-08,1.44193E-08,-3.79333E-08,7.11152E-08,3.23314E-08,-3.44464E-08,1.05794E-07,5.66492E-09,-2.15766E-08,4.51283E-08,1.9061E-08,-2.30995E-08,7.44617E-08,2.63619E-08,-1.35532E-08,5.93666E-08,2.38259E-08,-4.02096E-08,9.93223E-08,1.23918E-08,-2.2341E-08,7.53057E-08,3.20704E-08,-4.98524E-08,1.1648E-07,5.59981E-09,-2.18447E-08,4.84721E-08,1.27955E-08,-2.24013E-08,6.72927E-08
Philippines,1.61029E-07,-1.40563E-07,5.96768E-07,9.11267E-08,-2.62066E-07,6.4274E-07,6.92024E-08,-2.37704E-07,4.65777E-07,2.10964E-07,-3.709E-07,8.17328E-07,7.10125E-08,-1.43491E-07,4.88569E-07,8.67042E-08,-2.34332E-07,6.40897E-07,9.37072E-07,-6.48458E-08,2.16134E-06,9.20585E-07,-9.45432E-08,2.2072E-06,2.42907E-07,-9.44475E-07,1.43413E-06,1.40826E-06,5.5146E-07,2.77471E-06,1.46866E-07,-1.41316E-07,1.00727E-06,7.36808E-07,-3.62742E-07,2.20183E-06,1.03738E-05,7.94215E-07,3.4323E-05,8.40384E-06,-2.52761E-06,3.36434E-05,5.52738E-06,-7.68455E-08,2.04119E-05,1.02457E-05,-1.33437E-06,3.1874E-05,2.07829E-06,-4.00526E-06,1.89823E-05,7.94683E-06,-2.34852E-06,2.91655E-05,8.59514E-08,-4.09847E-08,3.06111E-07,8.05022E-08,-4.44821E-08,2.91188E-07,3.5455E-08,-8.34242E-08,2.02991E-07,1.03544E-07,-1.8383E-08,3.59036E-07,1.91941E-08,-4.31029E-08,2.06487E-07,5.96184E-08,-3.63253E-08,2.99282E-07,2.82246E-07,-1.37061E-07,1.02018E-06,2.62973E-07,-1.38518E-07,9.62655E-07,9.77104E-08,-1.18695E-07,5.12808E-07,3.38627E-07,-6.26241E-08,1.1541E-06,6.25236E-08,-1.42136E-07,6.67443E-07,1.31773E-07,-1.79388E-07,7.73299E-07
Puerto Rico,3.41101E-07,-8.62104E-08,1.47395E-06,1.40358E-07,-3.64843E-07,1.37248E-06,2.13329E-07,-2.41976E-07,1.43856E-06,4.21958E-07,1.03708E-07,1.81275E-06,1.35003E-07,-2.06375E-07,1.14151E-06,1.83884E-09,-1.29671E-08,1.96556E-08,3.35278E-06,-5.8713E-07,1.45217E-05,3.82098E-06,-5.02852E-07,1.52034E-05,1.61874E-06,-2.49683E-06,1.46632E-05,6.11637E-06,1.41712E-06,1.83895E-05,6.53439E-07,-5.13402E-07,6.60291E-06,1.5549E-08,-7.33032E-09,4.41316E-08,3.46963E-05,-4.8192E-06,0.000134501,2.63918E-05,-1.23999E-05,0.000120295,2.28749E-05,-6.09251E-06,0.00011537,3.14845E-05,2.42512E-06,0.000112185,6.48062E-06,-1.23505E-05,6.8995E-05,1.09476E-08,-1.50062E-08,6.60152E-08,2.44706E-07,-1.06576E-07,1.07954E-06,2.19973E-07,-1.12995E-07,9.50359E-07,1.41707E-07,-1.67477E-07,7.90129E-07,2.77511E-07,8.33588E-08,1.01368E-06,5.19422E-08,-9.55545E-08,6.61568E-07,5.4522E-09,-1.95542E-09,2.22731E-08,1.24965E-06,-4.48759E-07,5.20793E-06,1.09305E-06,-5.67382E-07,4.56998E-06,5.81495E-07,-3.47645E-07,4.14425E-06,1.37897E-06,3.69731E-07,5.26896E-06,2.50769E-07,-4.71716E-07,2.99846E-06,2.09885E-08,-2.40725E-08,8.66861E-08
Russian Federation,2.6824E-08,-1.33478E-07,1.92643E-07,1.08927E-08,-1.39147E-07,1.99938E-07,2.27168E-08,-1.23649E-07,1.73822E-07,4.07176E-08,-2.4966E-07,3.5936E-07,1.61151E-08,-9.69407E-08,1.12438E-07,8.76033E-09,-1.32067E-07,1.83125E-07,8.96673E-08,-3.50982E-07,6.02164E-07,1.11863E-07,-5.53488E-07,9.35425E-07,7.5552E-08,-5.40829E-07,5.90313E-07,1.81151E-07,-9.14689E-07,1.41623E-06,2.64206E-08,-1.24886E-07,1.89568E-07,8.59039E-08,-5.30652E-07,7.77484E-07,4.36504E-07,-2.54132E-06,3.26384E-06,4.6956E-07,-3.95894E-06,5.34576E-06,4.29716E-07,-2.71082E-06,3.87956E-06,6.34201E-07,-5.12995E-06,6.56417E-06,1.74498E-07,-1.34232E-06,1.77836E-06,1.71822E-07,-2.46008E-06,3.1197E-06,3.43325E-09,-1.17364E-08,2.03021E-08,3.0401E-09,-1.59541E-08,2.48451E-08,2.2257E-09,-1.17187E-08,1.75949E-08,4.3119E-09,-2.1895E-08,3.21537E-08,9.74057E-10,-6.1569E-09,7.5072E-09,2.47976E-09,-1.5476E-08,2.40563E-08,4.33223E-09,-1.14989E-08,2.17117E-08,3.77759E-09,-1.70223E-08,2.77367E-08,2.24445E-09,-6.44781E-09,1.46342E-08,5.12765E-09,-2.17764E-08,3.36456E-08,1.10774E-09,-5.35787E-09,8.0848E-09,1.93935E-09,-1.17352E-08,1.78283E-08
Rwanda,1.11695E-07,-4.26604E-08,3.28444E-07,4.82487E-08,-1.66774E-07,3.57274E-07,6.93272E-08,-1.59747E-07,3.48087E-07,1.43146E-07,-8.50372E-08,5.9105E-07,4.30105E-08,-1.21633E-07,2.79385E-07,5.97225E-08,-1.38677E-07,3.18862E-07,3.221E-07,-1.12282E-07,1.04354E-06,3.49043E-07,-1.70001E-07,1.2545E-06,1.53246E-07,-6.66888E-07,9.96315E-07,5.42785E-07,6.7197E-09,1.79785E-06,5.84998E-08,-8.51234E-08,4.09616E-07,2.67604E-07,-2.0238E-07,1.00458E-06,1.53409E-06,-1.07779E-09,4.45784E-06,1.20103E-06,-5.99373E-07,4.66501E-06,1.06629E-06,-2.34763E-07,4.29463E-06,1.43191E-06,-2.99745E-07,4.78271E-06,2.83943E-07,-7.80423E-07,2.41324E-06,1.1371E-06,-3.97701E-07,3.66103E-06,2.47597E-08,-1.69251E-08,6.48792E-08,2.27701E-08,-1.56573E-08,8.10927E-08,1.42414E-08,-2.88932E-08,6.30895E-08,2.96564E-08,-3.68224E-10,1.03609E-07,4.91627E-09,-1.48137E-08,4.62587E-08,1.80835E-08,-6.8403E-09,6.1907E-08,5.34219E-08,-4.1418E-08,1.63488E-07,5.05318E-08,-3.56681E-08,1.87765E-07,2.6269E-08,-2.46931E-08,1.41878E-07,6.64834E-08,-2.52777E-09,2.65697E-07,1.12072E-08,-3.77943E-08,1.06324E-07,2.67262E-08,-3.36119E-08,1.42095E-07
Saudi Arabia,5.75451E-09,-3.20537E-08,4.24471E-08,1.5976E-09,-2.56107E-08,3.45826E-08,5.30081E-09,-2.18722E-10,1.21828E-08,8.35689E-09,-4.6421E-08,5.6115E-08,1.15666E-09,-1.29134E-08,1.82306E-08,3.63217E-10,-8.00655E-09,1.0977E-08,1.15366E-08,-1.03722E-07,1.24677E-07,1.6621E-08,-9.71091E-08,1.38417E-07,1.46516E-08,-4.23321E-09,3.57702E-08,3.00419E-08,-1.43759E-07,2.1914E-07,1.58722E-09,-8.16852E-09,2.61553E-08,2.69023E-09,-2.15578E-08,4.75866E-08,9.53656E-08,-5.08082E-07,7.833E-07,6.8956E-08,-4.14531E-07,6.27031E-07,6.74851E-08,-1.85199E-08,2.27247E-07,9.4353E-08,-5.31942E-07,6.821E-07,7.67564E-09,-1.31995E-07,2.21328E-07,5.39157E-09,-7.93177E-08,1.14637E-07,1.46175E-10,-5.55888E-10,9.70619E-10,1.25824E-10,-5.61844E-10,8.71433E-10,1.10895E-10,-1.68354E-11,3.04331E-10,1.87E-10,-7.17234E-10,1.03847E-09,1.73468E-11,-2.16933E-10,3.67821E-10,2.17457E-11,-1.91864E-10,2.76102E-10,7.22928E-09,-3.86998E-08,5.84447E-08,6.39831E-09,-3.22691E-08,5.96294E-08,4.25213E-09,-1.62737E-09,9.59597E-09,9.19808E-09,-4.09488E-08,8.54689E-08,9.45133E-10,-7.40434E-09,1.61651E-08,9.67389E-10,-1.01156E-08,1.31054E-08
Saint Kitts and Nevis,3.52774E-07,-3.92527E-07,1.33045E-06,1.71244E-07,-7.21413E-07,1.06868E-06,2.2136E-07,-5.79748E-07,1.16691E-06,4.63474E-07,-6.5453E-07,1.89165E-06,1.46298E-07,-5.13981E-07,8.16393E-07,1.50945E-07,-5.36058E-07,1.21989E-06,2.26743E-06,-3.02064E-06,7.68622E-06,2.39237E-06,-3.72972E-06,8.62561E-06,1.20237E-06,-4.51847E-06,6.40116E-06,3.83004E-06,-3.91474E-06,1.30518E-05,3.8518E-07,-9.27355E-07,2.92796E-06,1.8148E-06,-2.67882E-06,8.4213E-06,2.58843E-05,2.36944E-06,7.80094E-05,1.93523E-05,-7.47951E-06,6.76615E-05,1.76649E-05,1.35905E-06,6.47411E-05,2.39866E-05,-1.39602E-06,6.73939E-05,4.67679E-06,-9.98391E-06,3.79709E-05,1.83889E-05,-3.53208E-06,6.67724E-05,3.79108E-07,-4.03422E-07,1.09033E-06,3.41885E-07,-4.19094E-07,1.08691E-06,2.2667E-07,-4.29252E-07,9.16044E-07,4.54135E-07,-2.43643E-07,1.50006E-06,7.78263E-08,-2.34189E-07,6.27847E-07,2.55482E-07,-2.43939E-07,1.23055E-06,1.94152E-06,-1.22441E-06,5.09787E-06,1.75745E-06,-1.17706E-06,4.88752E-06,9.49942E-07,-9.5927E-07,3.79443E-06,2.34297E-06,1.39097E-07,6.75573E-06,4.01617E-07,-1.33977E-06,2.69046E-06,9.21589E-07,-1.1042E-06,4.23334E-06
Seychelles,0,0,0,0,0,0,1.06845E-06,7.05611E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20098E-05,6.42992E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000205686,2.27077E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77244E-06,1.07651E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.50445E-06,1.05246E-06,0.004433559,0,0,0,0,0,0,0,0,0
South Africa,7.04757E-08,-1.12114E-07,3.49557E-07,2.27915E-08,-1.51273E-07,3.10471E-07,5.13369E-08,-5.12071E-08,2.87229E-07,1.03797E-07,-1.77812E-07,4.24592E-07,2.52738E-08,-1.01624E-07,2.34319E-07,1.98491E-08,-1.12765E-07,2.60601E-07,2.11388E-07,-4.62942E-07,1.11866E-06,2.62005E-07,-5.82731E-07,1.25362E-06,1.52619E-07,-2.84443E-07,9.59346E-07,4.59212E-07,-8.87037E-07,1.73834E-06,4.21803E-08,-1.26495E-07,4.54958E-07,1.78034E-07,-4.56685E-07,1.01362E-06,3.20882E-06,-5.34783E-06,1.35444E-05,1.97125E-06,-4.99124E-06,1.01517E-05,1.33923E-06,-7.99365E-07,6.92263E-06,2.63072E-06,-4.87129E-06,1.14875E-05,4.00184E-07,-2.5252E-06,5.53638E-06,1.32377E-06,-2.75078E-06,7.88492E-06,2.22103E-08,-3.22767E-08,1.04396E-07,2.00299E-08,-3.81222E-08,1.07482E-07,1.4616E-08,-1.68547E-08,8.09621E-08,2.88598E-08,-4.53969E-08,1.21587E-07,4.0915E-09,-2.12762E-08,6.02443E-08,1.48953E-08,-2.96723E-08,9.96699E-08,6.74378E-08,-1.10737E-07,3.04771E-07,5.88492E-08,-1.25158E-07,3.02678E-07,3.3781E-08,-2.17291E-08,1.8841E-07,8.24442E-08,-1.46208E-07,3.73928E-07,1.36926E-08,-6.10116E-08,1.53137E-07,2.8569E-08,-8.34737E-08,2.08864E-07
Senegal,2.82072E-09,-3.94729E-09,2.34637E-08,1.11902E-09,-9.02393E-09,2.19172E-08,2.00319E-09,-5.4075E-09,1.95984E-08,4.07635E-09,-8.62166E-09,3.33391E-08,1.07975E-09,-5.96887E-09,1.76234E-08,7.4123E-10,-7.72723E-09,2.09311E-08,8.8197E-09,-2.79011E-08,7.83806E-08,1.04571E-08,-4.75617E-08,9.41028E-08,6.57455E-09,-4.13322E-08,8.3337E-08,1.734E-08,-6.47394E-08,1.45238E-07,1.91261E-09,-1.06341E-08,3.43387E-08,7.04796E-09,-4.13918E-08,7.95384E-08,2.72216E-08,-3.61127E-08,2.87212E-07,1.98819E-08,-4.85213E-08,2.80288E-07,1.56885E-08,-4.17416E-08,2.27342E-07,2.70615E-08,-4.504E-08,2.90305E-07,3.83484E-09,-4.01079E-08,1.38808E-07,4.08116E-09,-5.85707E-08,1.1819E-07,3.72759E-10,-3.73788E-10,3.46758E-09,3.2067E-10,-6.80272E-10,3.7871E-09,2.28017E-10,-5.96628E-10,2.52959E-09,4.87399E-10,-1.02242E-09,4.79075E-09,6.92737E-11,-4.15279E-10,1.81637E-09,2.39162E-10,-7.26164E-10,3.14613E-09,1.73474E-09,-1.01714E-09,1.48749E-08,1.5151E-09,-2.93208E-09,1.5499E-08,9.19898E-10,-8.83509E-10,9.41842E-09,2.25008E-09,-2.60128E-09,1.84275E-08,3.22835E-10,-2.03324E-09,6.99805E-09,7.00348E-10,-2.56409E-09,1.07934E-08
"Saint Helena, Ascension and Tristan da Cunha",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8948E-05,2.85283E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.93544E-05,9.84123E-06,0.000421909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slovenia,2.43977E-07,-2.79311E-07,7.27619E-07,1.08905E-07,-5.94845E-07,1.15306E-06,1.56227E-07,-5.58207E-07,1.15786E-06,3.45044E-07,-9.87118E-07,1.59801E-06,1.13834E-07,-4.29086E-07,5.64065E-07,7.55823E-08,-5.02097E-07,7.19167E-07,6.34026E-07,-6.4169E-07,1.55933E-06,8.13481E-07,-7.49412E-07,2.91243E-06,3.33556E-07,-1.8895E-06,2.43651E-06,1.20759E-06,-4.83504E-07,4.08604E-06,1.6284E-07,-2.02252E-07,9.09906E-07,5.78809E-07,-6.5679E-07,2.22967E-06,1.18414E-05,-6.26003E-06,3.11272E-05,8.10535E-06,-2.54619E-05,4.0899E-05,5.50189E-06,-2.13892E-05,3.46864E-05,1.01365E-05,-2.26593E-05,3.9798E-05,2.37558E-06,-1.0879E-05,2.09714E-05,2.48657E-06,-9.53443E-06,2.14878E-05,5.98924E-08,-4.25531E-08,1.62295E-07,5.53993E-08,-5.64967E-08,2.32156E-07,3.41055E-08,-7.85833E-08,1.64253E-07,7.25939E-08,-5.86314E-08,2.56462E-07,1.34349E-08,-4.64795E-08,1.09223E-07,4.20263E-08,-3.79899E-08,2.01708E-07,7.3277E-08,-4.71912E-08,2.01422E-07,6.67923E-08,-1.12035E-07,3.14329E-07,3.45465E-08,-9.52273E-08,2.10634E-07,8.77665E-08,-2.00297E-07,3.33009E-07,1.68851E-08,-6.94352E-08,1.51848E-07,3.52384E-08,-6.78487E-08,1.90922E-07
Sierra Leone,6.18275E-08,-8.41571E-08,1.96632E-07,2.73443E-08,-1.25592E-07,1.94608E-07,3.87328E-08,-9.02503E-08,1.64451E-07,7.59066E-08,-2.03858E-07,3.32972E-07,2.46583E-08,-9.06641E-08,1.60101E-07,3.22422E-08,-9.8987E-08,2.13103E-07,1.86601E-07,-3.87205E-07,6.90959E-07,1.94515E-07,-6.3101E-07,8.80374E-07,1.03237E-07,-7.60976E-07,6.71428E-07,2.97504E-07,-8.62847E-07,1.59106E-06,3.28178E-08,-1.24365E-07,2.84989E-07,1.49248E-07,-5.40078E-07,7.71288E-07,1.08937E-06,3.61583E-08,2.63148E-06,8.38496E-07,-4.43458E-07,2.73755E-06,7.6772E-07,-2.54254E-08,2.44843E-06,1.02508E-06,-2.25434E-07,2.98018E-06,1.95153E-07,-5.40164E-07,1.44212E-06,7.70757E-07,-2.61203E-07,2.47747E-06,1.58761E-08,-1.51948E-08,4.12302E-08,1.42718E-08,-1.93746E-08,5.60551E-08,9.83853E-09,-2.66657E-08,3.71733E-08,1.86915E-08,-2.06706E-08,8.24299E-08,3.27055E-09,-1.23918E-08,3.27893E-08,1.0513E-08,-1.38347E-08,6.31308E-08,2.53498E-08,-1.83497E-08,6.53817E-08,2.33697E-08,-2.20351E-08,9.37642E-08,1.27772E-08,-1.53494E-08,5.37725E-08,3.0745E-08,-9.21757E-09,1.37131E-07,5.42233E-09,-1.85115E-08,4.41174E-08,1.1944E-08,-2.03033E-08,6.98656E-08
San Marino,8.41468E-08,-2.3633E-08,3.72164E-07,5.1959E-08,-8.84569E-08,4.04113E-07,5.84833E-08,-8.27294E-08,3.58358E-07,1.34485E-07,-5.64294E-09,4.58971E-07,3.8128E-08,-7.36717E-08,2.84003E-07,2.43244E-08,-1.19578E-07,3.09855E-07,3.0556E-07,-1.09453E-07,1.00412E-06,3.79462E-07,-4.53044E-08,1.00987E-06,1.6178E-07,-3.45931E-07,1.00827E-06,5.98397E-07,1.66356E-07,1.30166E-06,6.98222E-08,-4.94113E-08,5.73917E-07,2.66362E-07,-1.32107E-07,9.87236E-07,6.67937E-06,2.45785E-06,1.95004E-05,3.77884E-06,-9.85298E-07,1.77785E-05,1.76982E-06,-1.60971E-06,1.05662E-05,4.6267E-06,-2.83238E-07,1.69299E-05,8.53574E-07,-1.2156E-06,1.26049E-05,1.9418E-06,-2.24827E-06,1.26419E-05,3.21856E-08,-1.41672E-08,1.31025E-07,3.17566E-08,-1.10483E-08,1.23056E-07,1.87869E-08,-2.66159E-08,1.09595E-07,4.09447E-08,-1.85933E-09,1.40169E-07,7.5182E-09,-1.32994E-08,8.72251E-08,2.21491E-08,-1.07641E-08,1.16862E-07,3.68281E-08,-1.25769E-08,1.40237E-07,3.50182E-08,-1.2426E-08,1.29782E-07,1.78552E-08,-1.34603E-08,9.96986E-08,4.40343E-08,-5.34184E-09,1.34311E-07,8.48228E-09,-1.30261E-08,8.81897E-08,1.63212E-08,-2.42111E-08,9.16297E-08
Singapore,2.19572E-07,-1.824E-07,7.1022E-07,1.10387E-07,-5.39976E-07,5.44717E-07,1.16262E-07,-4.00588E-07,7.78769E-07,2.65715E-07,-4.22089E-07,1.24227E-06,8.94817E-08,-3.01566E-07,4.11199E-07,1.22502E-07,-2.55048E-07,6.73003E-07,4.41344E-07,-1.33678E-08,7.69876E-07,4.30951E-07,-3.90711E-08,7.69347E-07,1.60391E-07,-7.13334E-07,8.67165E-07,6.40575E-07,3.62865E-07,1.02461E-06,6.72825E-08,-6.35008E-08,3.65371E-07,3.42142E-07,-1.48003E-07,8.58767E-07,7.7641E-06,1.05142E-06,1.55919E-05,5.73871E-06,-2.66349E-06,1.44167E-05,5.46475E-06,9.12948E-07,1.62166E-05,7.0896E-06,-7.81764E-07,1.57015E-05,1.42296E-06,-4.03631E-06,8.88686E-06,5.76878E-06,-1.41613E-06,1.5943E-05,7.73069E-08,-4.55622E-08,1.67007E-07,6.72555E-08,-5.50673E-08,1.45178E-07,4.10097E-08,-8.34351E-08,1.70308E-07,8.83594E-08,1.34224E-08,2.34741E-07,1.5643E-08,-4.14604E-08,1.10127E-07,5.01473E-08,-2.04699E-08,2.02569E-07,1.57783E-07,-9.7925E-08,3.4413E-07,1.38698E-07,-9.44263E-08,3.00841E-07,6.98824E-08,-6.78351E-08,3.19365E-07,1.80512E-07,1.12095E-08,4.74622E-07,3.1031E-08,-8.63262E-08,2.22372E-07,7.42226E-08,-8.15762E-08,3.05268E-07
